date ,star removed (sr),flat fielded (ff),"calibrated, unwarped (caun)","if srffcaun, which ones?",other notes,,*Note: the day listed is the day that the night starts in
1-Nov,1,0,0,,,,Ex: Jan01-02 is listed 1-Jan
2-Nov,1,0,0,,,,
3-Nov,1,0,0,,,,
4-Nov,1,0,0,,,,"Note: these folders have unnamed (as in no BG or Dark) pictures in addition to the BG, Dark, P12A, etc"
5-Nov,1,0,0,,,,This ends 11/6
6-Nov,1,0,0,,,,
14-Nov,1,0,0,,,,
15-Nov,1,0,0,,,,
16-Nov,1,0,0,,,,
17-Nov,1,0,0,,,,
18-Nov,1,0,0,,,,
19-Nov,1,0,0,,,,
20-Nov,1,0,0,,,,
21-Nov,1,0,0,,,,
22-Nov,1,0,0,,,,
23-Nov,1,0,0,,,,
24-Nov,1,0,0,,,,
25-Nov,1,0,0,,,,
26-Nov,1,0,0,,,,
27-Nov,1,0,0,,,,
28-Nov,1,0,0,,,,
29-Nov,1,0,0,,,,
30-Nov,1,0,0,,,,
,,,,,,,
,,,,,,,
,,,,,,,
