date ,star removed (sr),flat fielded (ff),"calibrated, unwarped (caun)","if srffcaun, which ones?",other notes,,*Note: the day listed is the day that the night starts in
1-Jul,0,0,0,,,,Ex: Jan01-02 is listed 1-Jan
2-Jul,0,0,0,,,,
3-Jul,0,0,0,,,,
4-Jul,0,0,0,,,,
5-Jul,0,0,0,,,,
6-Jul,0,0,0,,,,
7-Jul,0,0,0,,,,
8-Jul,0,0,0,,,,
9-Jul,0,0,0,,,This month has no processed folders,
10-Jul,0,0,0,,,,
11-Jul,0,0,0,,,,
12-Jul,0,0,0,,,,
13-Jul,0,0,0,,,,
14-Jul,0,0,0,,,,
15-Jul,0,0,0,,,,
16-Jul,0,0,0,,,,
17-Jul,0,0,0,,,,
18-Jul,0,0,0,,,,
19-Jul,0,0,0,,,,
20-Jul,0,0,0,,,,
27-Jul,0,0,0,,,,
28-Jul,0,0,0,,,,
29-Jul,0,0,0,,,,
30-Jul,0,0,0,,,,
31-Jul,0,0,0,,,,
,,,,,,,
