date ,star removed (sr),flat fielded (ff),"calibrated, unwarped (caun)","if srffcaun, which ones?",other notes,,*Note: the day listed is the day that the night starts in
10-Jul,1,0,0,,,,Ex: Jan01-02 is listed 1-Jan
11-Jul,1,0,0,,,,
13-Jul,1,0,0,,,,
14-Jul,1,1,0,,P12A ff only,,
15-Jul,1,0,0,,,,
16-Jul,1,0,0,,,,
17-Jul,1,0,0,,,,
18-Jul,1,0,0,,,,
19-Jul,1,0,0,,,,
20-Jul,1,0,0,,,,
21-Jul,1,0,0,,,,
22-Jul,1,0,0,,,,
23-Jul,1,0,0,,,,
24-Jul,1,0,0,,,,
25-Jul,1,0,0,,,,
26-Jul,1,0,0,,,,
27-Jul,1,0,0,,,,
28-Jul,1,0,0,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
